store_id,week_start_date,weekly_sales,store_area,num_employees,store_rating,holiday_flag,temperature,fuel_price,cpi,unemployment,log_weekly_sales,sales_per_employee,month,day,store_rating_category,temperature_z,fuel_price_z,cpi_z,unemployment_z,dataset_split
Store_13,2023-01-01,8142.460897,4824.188574,29,1.8,1,24.54532161,116.1466205,141.4951676,3.81355675,9.004970540258364,280.7745136896552,1,1,Low,0.5318278942729854,0.6038926395739754,0.10697867663338541,-1.4501732238500853,train
Store_19,2023-01-01,3719.635649,2124.017996,43,2.4,1,6.5718558,113.6105635,129.957741,9.674836728,8.221649806057094,86.50315462790697,1,1,Low,-0.8343607707574829,0.5142936157833802,-0.9124337460123905,0.2838559783849265,train
Store_19,2023-01-01,6956.861137,4112.100973,69,1.7,0,34.67690363,117.177927,130.7989455,6.291142202,8.847627398197417,100.82407444927536,1,1,Low,1.3019438341185625,0.6403287510765543,-0.8381074385076015,-0.7171924515740284,train
Store_2,2023-01-01,3317.526628,2546.162027,23,5.0,0,39.28402588,130.8858539,133.7591855,8.654070713,8.107276176661063,144.24028817391306,1,1,Medium,1.652137740118469,1.124630511026288,-0.5765495075550501,-0.018132339064983308,train
Store_2,2023-01-01,9274.52579,3888.572942,96,3.9,0,27.04990923,105.5295825,122.9425342,9.404704964,9.135134574817664,96.60964364583333,1,1,Medium,0.72220515668811,0.22879214287865116,-1.5322763857349366,0.20393890071837026,train
Store_20,2023-01-01,17436.12208,2729.384906,36,7.9,1,16.18154498,91.74482839,154.9430122,5.167858825,9.766356665497321,484.3367244444445,1,1,High,-0.10391464695661431,-0.2582239263380098,1.29518990590785,-1.049509997470854,train
Store_3,2023-01-01,18609.62943,1497.473596,37,5.9,0,21.38059745,140.0760162,140.142803,12.9814236,9.831488171202976,502.96295756756757,1,1,Medium,0.29127271582017317,1.4493194161089151,-0.012512204737543619,1.26209250987568,train
Store_6,2023-01-01,16362.45487,1033.279769,49,2.7,0,30.0059233,138.7751525,128.5941843,9.061988538,9.70280576573469,333.92765040816323,1,1,Low,0.9468959847563211,1.4033598349147138,-1.0329135277829529,0.1025480282467915,train
Store_8,2023-01-01,8562.687108,4432.093084,45,8.8,1,29.3843014,67.88410685,156.440628,5.955248809,9.05528611331116,190.28193573333334,1,1,High,0.8996456212097311,-1.1012244412803909,1.4275147478158885,-0.8165647652130272,train
Store_11,2023-01-08,16869.21734,3001.604583,86,4.7,0,33.321163,140.8410107,151.6103962,3.347960932,9.733305058681685,196.15368999999998,1,8,Medium,1.1988920631909572,1.4763467110021982,1.0007299480600509,-1.5879173254594385,train
Store_12,2023-01-08,15263.72741,2285.982805,41,4.0,0,1.574345449,95.34162306,152.1321829,5.767663683,9.633300047819887,372.2860343902439,1,8,Medium,-1.214228630806487,-0.13114898630029878,1.046833456441318,-0.8720608492782567,train
Store_12,2023-01-08,8130.874998,1269.023656,67,2.0,0,0.253655625,117.0253976,136.3208037,12.28723355,9.003546803011794,121.35634325373135,1,8,Low,-1.3146161401852294,0.6349398795569613,-0.35021260369509327,1.0567199934425497,train
Store_12,2023-01-08,15102.90753,1206.674887,22,4.2,0,23.9262966,98.64050355,135.7996108,3.187719544,9.62270876614726,686.4957968181818,1,8,Medium,0.4847749240238173,-0.014599369510991238,-0.39626364568870087,-1.6353239068276062,train
